"2016-06-17" "2016-06-24" "2016-07-12" "2016-08-29" "2017-06-04" "2017-06-13" "2017-07-06" "2017-09-08" "2017-09-15" "2016-05-17" "2016-05-31" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-30" "2017-08-06" "2017-08-26" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-04" "2018-06-09" "2018-06-21" "2018-06-26" "2018-06-27" "2018-06-30" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-08-10" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-13"
286.328685475566 NA 355.225955579343 NA NA 265.280486024833 NA 150.262964639604 NA 129.617427532634 179.177443224029 521.972577995563 521.972577995563 130.640361843593 315.383581380505 283.772602223158 NA 489.690928947725 520.71210618539 557.809617212552 352.915762024946 311.550577048909 196.170771042276 161.159284809946 308.116797253599 232.165476660695 NA 312.16312101852 363.15368884755 NA 449.957905346277 NA 449.53787892368 363.841057360125 361.848704240334 336.126887509395 557.284710828183 536.214725521728 598.234097301445 567.638185087287 381.797936252839
NA NA NA NA NA 443.411079563022 NA 316.990212672466 NA 308.305275461968 345.501693175415 714.264544676444 714.264544676444 261.554542201647 496.334764963788 480.403623550734 NA 696.033536930941 745.45836512615 735.673885069782 479.80224873926 423.658762695278 370.930291962245 NA 460.576261929851 377.178130126157 NA 420.91766938264 534.151576497458 NA 628.693582821657 NA 614.584726501972 518.352956545646 530.838925202621 488.999100778194 611.902733907598 743.432207728086 757.555934913816 716.842909560665 471.893325790585
NA NA 318.706423997163 NA NA 246.200341112047 NA 143.716358150944 NA 133.476420039266 182.139871846551 496.008042599029 496.008042599029 126.917860157797 297.67428362187 262.621007476204 NA 461.965781464689 488.809527741553 530.90310272481 329.066235803129 305.757446034094 197.134586732495 NA 285.673122193741 236.116303608985 NA 296.08362554867 335.966831178226 NA 425.778584403572 NA 419.867747594399 336.712542721179 337.222876317826 307.341675313395 515.65811385873 485.774116251679 565.986670535299 542.670750275023 364.246630821288
NA NA 307.515644313081 NA NA 230.540187664091 NA 135.801571055868 NA 139.827362144683 183.527270770541 475.37985727168 475.37985727168 121.495274081864 278.851591050265 237.472853394919 NA 438.246347075222 459.601793926089 511.26574124455 311.781344279375 302.578159316843 207.441546198588 NA 261.737734522202 237.960690490177 NA 277.413295603515 308.178842090569 NA 399.649453609074 NA 390.429089881877 310.092730888389 311.615488130528 277.282551620232 484.908240212583 443.075851352511 537.247555742247 507.412507085422 346.216692843043
NA NA 272.242226309167 NA NA 202.065260852922 NA 118.240911897253 NA 148.040199528301 175.117285430309 448.546868036479 448.546868036479 111.829539843381 266.627755218472 203.974853869065 NA 413.390977688399 428.330889289183 493.768244965422 289.966455668794 287.964461184953 203.598367716456 NA 238.670536923376 228.37603397185 NA 264.281451495711 280.576098981887 NA 370.403859271385 NA 362.811082434498 283.423997647731 284.81199676205 250.703410777653 462.430735321677 403.934392799515 514.029039054051 474.386025465657 325.191346155917
262.972310017283 NA NA NA NA 358.41403400055 NA 249.257816335738 NA 244.478722326803 272.889059184114 612.257408218831 612.257408218831 211.717300459342 408.037427474627 373.40056285338 NA 597.823101099002 643.653496563362 625.62839643605 392.884399979518 350.811105367051 290.400065688096 121.100202852955 372.924816181318 304.119059696589 NA 349.398154481273 446.40658299821 NA 520.707212512322 NA 510.707702692821 436.292198690604 438.220930175759 398.481265016 496.113252650543 644.106296410353 669.200034935484 609.161975214272 413.017650579522
262.972310017283 NA NA NA NA 379.00164697618 NA 259.950373544325 NA 253.936648555341 286.000924297591 636.940018938338 636.940018938338 221.240900187307 426.308996675168 401.203672423073 NA 622.126401249829 667.490302648943 653.412277088947 414.273934145632 366.095632638333 305.325848183998 121.100202852955 392.556124403107 315.905178022618 NA 364.063603494005 467.104684282222 NA 547.543258282027 NA 533.571956908108 457.138550709149 461.204891118495 420.990208351168 520.438495162583 666.08540011497 691.537460775952 633.215304375854 426.245414485025
271.757453090734 NA NA NA NA 407.004442334876 NA 278.38517786255 NA 272.578594790822 307.441660391551 670.216560127829 670.216560127829 235.809722041026 452.370650054994 433.921096613314 NA 653.735104278005 699.873610372143 686.226443029643 438.186081889442 385.932761246638 326.516917347227 118.677863615943 416.723252242028 335.517772080518 NA 382.393391491049 494.34431635389 NA 582.641005345793 NA 567.729315783815 479.966244977886 487.124894898484 446.745788149281 550.112307676829 696.839216663275 715.829312840477 667.798053606507 444.046386376722
NA NA 272.242226309167 NA NA 188.073918290062 NA 106.087737688639 NA 154.116479225407 169.87197093663 434.679714672872 434.679714672872 103.125051767237 261.048564815958 182.411135560599 NA 402.870803610579 411.863309690974 487.336622932218 273.208480280028 270.625479089719 198.164078411155 70.0794218206469 222.987495554052 219.333909254518 NA 254.782393630093 263.384334264212 NA 354.586596107562 NA 346.173455050627 268.760321483867 269.210325317848 235.290481788757 462.534768459432 383.532907716412 506.596807209487 455.593118504573 311.735818284195
NA NA 251.919683854956 NA NA 163.04837357181 NA 84.2854574744153 NA 158.584562405327 158.218381596192 416.839120066378 416.839120066378 93.4662807622242 255.568482483861 154.036666717195 NA 386.314368499256 392.908161415231 483.794289530699 255.607683424398 248.553829150291 186.965447023516 53.4914344124621 201.517288842406 200.761374176276 NA 244.57564168132 243.593011970418 NA 334.307305207361 NA 326.532809296647 250.272893962488 250.70606862254 214.258473901322 469.37062546096 358.835606668965 503.256521832282 435.284512378052 294.05529793172
