"2016-05-31" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2017-06-27" "2017-07-12" "2017-07-17" "2017-07-19" "2017-08-06" "2017-08-08" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-07-04" "2018-07-07" "2018-07-23" "2018-07-24" "2018-08-18"
65.1950914744551 83.1754306872841 83.1754306872841 77.5885469095224 77.5885469095224 65.1950914744551 66.5462037714589 49.8583407141579 65.1950914744551 65.1950914744551 65.1950914744551 NA 71.3168623645104 72.5768351215176 77.5885469095224 NA 71.9356924242067 55.4253914006758 67.1650338311552 65.1950914744551 67.1650338311552
66.3978034326504 84.6262302046161 84.6262302046161 79.8374726808203 79.8374726808203 66.3978034326504 67.5558996872251 46.885728448942 66.3978034326504 66.3978034326504 64.5700340236739 NA 72.2101430742447 75.60352834703 79.8374726808203 NA 74.992168836264 54.0150438237054 70.3379254492444 66.3978034326504 70.3379254492444
65.2135513463694 77.7791275368551 77.7791275368551 72.1922437590933 72.1922437590933 65.2135513463694 65.2135513463694 55.38438811737 65.2135513463694 65.2135513463694 65.2135513463694 NA 67.3541821857113 70.6253526367317 72.1922437590933 NA 67.3541821857113 60.8689281292617 65.2135513463694 65.2135513463694 65.2135513463694
69.0872469816411 98.6693038236681 98.6693038236681 93.6694638295249 93.6694638295249 67.1076890874837 79.2659930429624 74.9950533305755 77.9750854498775 74.9950533305755 78.0991199850924 57.7973883504245 90.2344180209498 81.5341657936675 95.9686363053789 93.7124690059828 82.2460251622643 61.4462578791308 85.0295138450359 77.9750854498775 81.9125925474378
67.9019494698739 88.1386037048685 88.1386037048685 83.3498461810727 83.3498461810727 67.9019494698739 67.3703036740585 41.8697703440846 67.9019494698739 67.9019494698739 63.8182417213714 NA 72.0245470610782 78.5257340866503 83.3498461810727 NA 76.9917366264814 53.3340260575449 72.3374932394618 67.9019494698739 72.3374932394618
66.7777654601054 89.5359228399729 89.5359228399729 86.7162115876832 86.7162115876832 66.7777654601054 66.2461196642901 38.4115655902299 69.0052909611155 69.0052909611155 63.1999101162149 NA 70.9003630513098 79.2500169387496 86.7162115876832 NA 78.0950781177231 51.0117705631695 73.5473299737796 69.1117862041917 73.4408347307034
65.765968455235 89.6052833449228 89.6052833449228 89.0436858789666 89.0436858789666 65.765968455235 65.2343226594197 38.0641752645911 70.2108407692997 70.2108407692997 64.3701237202069 NA 69.8885660464393 81.6191271263659 89.0436858789666 NA 79.3006279259072 47.7472905410524 76.9702265950183 72.5346828254304 74.6463845388876
61.6284951241582 66.3105644146681 66.3105644146681 61.6995434496083 61.6995434496083 61.6284951241582 57.371391580296 61.6284951241582 64.3565200763649 70.9844855650577 64.3887185229414 0.0710483254500821 45.7197287225028 70.9844855650577 66.444512925448 NA 71.0555338905078 41.4901176267217 64.3565200763649 59.8846880041592 64.427568401815
67.7129072600832 94.5530207929073 94.5530207929073 88.0934493529717 88.0934493529717 64.2447086787577 77.0243929204671 71.3958415524058 74.3758736717077 71.3958415524058 74.2516592184564 46.5334890533614 84.6584035443966 77.965985139056 92.4018870792238 91.5729886736054 78.6468133840946 56.6050433435649 81.6783714250946 74.3758736717077 80.5382528258799
59.8017788068522 67.0638643703499 67.0638643703499 62.4528434052901 62.4528434052901 59.8017788068522 58.1246915359778 60.1564202189467 60.8363910163074 69.1577692477517 59.7404245292135 2.65106459843789 36.3746144687924 69.5124106598462 68.3592635057394 NA 71.8088338461896 38.1121195819297 60.8363910163074 56.5066899593673 63.1328142026508
