"2016-06-23" "2016-09-09" "2017-06-01" "2018-05-19" "2018-05-28" "2018-06-20" "2018-07-22" "2018-07-29" "2018-09-08" "2018-09-15" "2016-09-08" "2017-06-01" "2017-07-20" "2017-08-05" "2017-08-07" "2017-09-03" "2018-05-21" "2018-06-07" "2018-06-14" "2018-06-15" "2018-06-21" "2018-07-01" "2018-07-04" "2018-07-14" "2018-07-16" "2018-07-18" "2018-07-24" "2018-07-26" "2018-07-31" "2018-08-10" "2018-08-20" "2018-09-09" "2018-09-15"
774.902977480345 490.533448657201 NA NA 785.534003405797 NA NA 453.924980643089 492.429682795677 445.504535941689 599.995708982645 585.064400346295 730.455010349168 788.361398713718 NA 477.049928736398 792.666142159043 637.076803842713 792.666142159043 695.021945505321 735.596429848171 706.649492635257 741.753191204743 600.464139962001 629.274000652179 494.885158027812 482.974808984319 NA 487.276091948609 NA 738.894740255431 634.829870770128 599.358621966694
782.429708110629 465.98263656591 449.129151149403 NA 782.700293708356 NA NA 457.616338819204 458.057255627494 449.865253438564 575.898986049029 598.022757851409 761.113242225176 793.995350476279 NA 469.741286246338 798.300093921604 594.731490378729 798.503033119899 616.327140155864 768.33687263289 636.59223848327 778.465682606547 578.695486860454 585.304902372496 484.394747317358 473.613280438902 NA 473.613280438902 NA 775.607231657236 600.961098706504 561.262756005196
679.774098325914 377.93170033046 NA 689.928036789473 686.49857653346 NA 373.450185509907 373.450185509907 439.047690626415 377.161957494246 499.394278518934 443.993169386483 682.438136500146 699.962347210402 NA 449.5293561253 709.176859156342 517.161846958402 704.836359913782 511.006154969748 691.485104910285 527.381231911146 701.544703622043 506.444539608909 499.442135007597 484.466685757333 448.53500156129 NA 449.805854623174 NA 689.701450175155 511.132646864874 467.974126751278
778.719793791686 465.98263656591 449.129151149403 791.200743553754 781.1466083713 NA NA 457.632426567035 452.265973838508 449.881341186395 566.782857403497 604.450587168506 761.948741347387 786.582945559958 NA 465.447546019558 791.395037001021 580.887145938493 793.720381981487 593.70983538943 768.843043697161 595.994390380082 778.870438391584 570.116883186156 569.946969744975 477.947086705032 467.773228803377 NA 467.773228803377 NA 776.113402721506 585.907950589163 553.734613459013
686.059473010312 379.320764612465 NA 698.745868584451 695.390028768226 NA 377.164678614151 374.874062273541 441.582200960731 376.177495108958 496.672815322675 462.737397963542 689.536570983558 707.954647242129 NA 449.763363585238 713.58386688301 512.008081205797 711.279611299674 491.783475502414 698.717543452163 519.832802916614 707.51969232495 508.289805295643 495.772663364996 482.669145271016 452.250673900767 NA 453.362670329915 NA 695.6848508954 505.993091186106 472.883699222863
764.68114876466 483.961533221804 NA NA 777.636986008175 NA NA 449.798844500755 505.30463383721 441.345241028966 611.291399742454 573.22038684825 710.671866721741 778.873985037493 NA 476.075341798094 783.44878940344 655.15121527575 783.44878940344 714.178143626474 714.231809614499 706.292692154734 718.232011962554 605.587859972618 644.221309007226 493.436973817049 482.270282966637 NA 486.673012242989 NA 715.373561013242 647.316048273966 605.691551169905
689.068025070675 378.998655997024 NA 701.41801479967 697.582769295414 NA 376.686002710793 373.916710466826 439.857445442127 375.406347993017 493.190913570069 465.972899939867 692.536263544633 710.063232012198 NA 447.993934909585 714.246760261234 509.170675758095 713.829485083027 484.144033563045 699.472836114444 514.747449684338 709.532434826201 506.193613491034 491.618661610808 478.522313613936 450.836575270189 NA 453.114390662926 NA 696.040607615937 503.442400420554 473.549249947271
775.737076944132 465.98263656591 449.129151149403 781.317053544644 780.013730092156 NA NA 450.99716748553 452.265973838508 443.685851000744 556.163969546356 616.568833848855 765.197754849773 782.254402703008 NA 456.859029155469 788.281678314056 569.360711619425 792.558222880379 574.673501464233 773.679353512178 556.900159467552 781.550189198085 564.990079976394 556.266613805156 469.151193592345 462.285828104956 NA 462.285828104956 NA 780.949712536524 571.246571727823 547.535131315483
762.605182043731 458.057255627494 449.129151149403 769.525662940847 769.508026183966 NA 395.367566199539 426.319441300441 452.265973838508 422.881556459277 530.508209552101 628.319553059208 757.923343562048 767.173848940204 NA 430.064115329969 769.936448593467 535.826737262048 774.21299315979 534.948879276752 762.768154124022 490.365176189894 766.740202741108 537.607374081663 525.828282037802 446.616915174691 434.8788795706 NA 434.8788795706 NA 766.740202741108 536.968625124333 516.528916565104
693.034176597442 379.625970929858 NA 703.902360440103 700.067114935846 NA 373.412560169079 372.625874833689 437.773241951899 373.878423418066 486.328153315273 471.360877283007 694.614668361315 711.163977490121 NA 447.513606701784 714.708917910365 500.107788084101 716.848816318861 462.282701426585 701.310623826092 504.692547554623 710.430334232803 498.025619031706 481.37423041263 471.379134000874 450.220518985958 NA 453.577935810166 NA 695.959809569675 498.821899604559 472.734913869043
