"2016-05-17" "2016-05-30" "2016-06-25" "2016-06-26" "2016-08-18" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-13" "2017-06-27" "2017-07-15" "2017-07-18" "2017-07-30" "2017-08-06" "2017-08-07" "2017-09-08" "2017-09-15" "2018-05-18" "2018-05-28" "2018-05-29" "2018-06-05" "2018-06-07" "2018-06-08" "2018-06-21" "2018-06-23" "2018-07-07" "2018-07-13" "2018-07-17" "2018-07-20" "2018-07-23" "2018-07-26" "2018-08-23" "2018-09-09" "2018-09-11" "2018-09-13" "2018-05-16" "2018-05-18" "2018-05-19" "2018-05-25" "2018-05-29" "2018-06-04" "2018-06-05" "2018-06-06" "2018-06-07" "2018-06-15" "2018-06-20" "2018-06-21" "2018-06-23" "2018-06-27" "2018-07-01" "2018-07-03" "2018-07-04" "2018-07-22" "2018-07-28" "2018-07-29" "2018-07-31" "2018-08-18" "2018-08-31" "2018-09-07" "2018-09-08" "2018-09-14" "2018-09-15" "2016-08-27" "2017-05-17" "2017-06-14" "2017-06-15" "2017-06-19" "2017-06-21" "2017-06-27" "2017-07-08" "2017-07-29" "2017-08-16" "2017-08-22" "2017-09-02" "2017-09-03" "2017-09-08" "2017-09-09"
846.8536732 833.3823379 NA 799.7531517 NA 820.157904 820.157904 610.434453 699.6206965 536.6058725 594.0183893 NA 616.4475761 669.1282769 673.8785375 602.2289586 NA 854.3488198 858.7833288 NA 822.1863663 811.8882944 822.1863663 737.0481267 832.910474 790.5544626 838.3852411 702.9931338 NA 547.8635883 527.6643601 NA 843.113063 833.3701762 830.5801773 NA 810.670000000001 791.890000000001 NA 801.280000000001 776.240000000001 NA 690.419999999998 NA NA NA 482.049999999999 NA NA NA 394.38 719.900000000001 NA NA NA NA NA NA NA NA NA 721.519999999998 811.709999999998 NA 597.119999999998 560.270000000001 626.000000000001 590.899999999998 494.489999999999 NA 612.669999999998 616.610000000001 478.890000000001 NA 482.020000000001 830.369999999998 NA
785.3478682 780.0318988 NA 737.1008308 NA 762.7908276 762.7908276 749.5098697 656.8245283 519.2550981 573.9890699 NA 609.5315682 631.0139867 629.5690952 557.5727519 NA 781.3770151 781.3770151 NA 773.1532049 772.4156476 773.1532049 669.9912258 901.7882253 727.492149 NA 669.0588962 NA 527.3175662 523.5662064 NA 778.7502413 773.1238293 766.3919089 NA 776.240000000001 776.240000000001 NA 773.110000000001 754.330000000001 NA 681.089999999998 NA NA NA 494.489999999999 NA NA NA 350.56 669.820000000001 NA NA NA NA NA NA NA NA NA 513.149999999999 789.939999999998 NA 625.109999999998 585.310000000001 622.870000000001 609.559999999998 506.929999999999 NA 618.889999999998 500.800000000001 500.800000000001 NA 488.280000000001 771.279999999998 NA
913.9609263 910.1657113 NA 837.5144915 NA 881.4235445 881.4235445 784.3297556 747.217994 589.3144356 636.3119225 NA 653.9605362 743.0444463 741.971757 686.2940339 NA 928.3738415 935.4410329 NA 889.3717377 869.5459277 884.0229985 766.3773624 893.1013074 797.9550048 899.0055242 734.1755098 NA 624.21513205 602.4985621 NA 881.7439727 880.7813821 858.1682532 NA 876.400000000001 873.270000000001 NA 826.320000000001 801.280000000001 NA 705.969999999998 NA NA NA 531.809999999999 NA NA NA 325.52 769.980000000001 NA NA NA NA NA NA NA NA NA 690.419999999998 802.379999999998 NA 618.889999999998 635.390000000001 660.430000000001 628.219999999998 497.599999999999 NA 625.109999999998 607.220000000001 488.280000000001 NA 535.230000000001 693.529999999998 NA
894.985543 894.963104 NA 836.5332773 NA 867.388108 867.388108 732.9059843 742.4885601 573.4434784 626.736943 NA 649.7477884 727.3876364 733.226239 653.3789352 NA 920.7059797 920.9819207 NA 872.9451396 861.4334749 869.5481967 762.6421109 880.9911566 804.1311547 885.2239204 724.253858 NA 601.1387505 581.1359297 NA 876.7151276 869.4492121 853.7649228 NA 860.750000000001 867.010000000001 NA 813.800000000001 804.410000000001 NA 690.419999999998 NA NA NA 528.699999999999 NA NA NA 341.17 769.980000000001 NA NA NA NA NA NA NA NA NA 693.529999999998 793.049999999998 NA 656.209999999998 616.610000000001 713.640000000001 600.229999999998 500.709999999999 NA 656.209999999998 566.530000000001 500.800000000001 NA 535.230000000001 774.389999999998 NA
918.466538 899.9420296 NA 823.8287203 NA 874.3729703 874.3729703 807.8412411 749.8595401 617.9896969 652.3767796 NA 661.0300553 748.9544876 743.4544697 705.3678254 NA 914.5778683 940.7839532 NA 894.7927057 853.6552988 877.6808295 768.6223794 882.6816347 789.8834029 884.7117185 742.0425364 NA 655.1036314 638.4506924 NA 863.2240606 871.0017261 847.1809157 NA 863.880000000001 867.010000000001 NA 826.320000000001 813.800000000001 NA 727.739999999998 NA NA NA 541.139999999999 NA NA NA 366.21 735.550000000001 NA NA NA NA NA NA NA NA NA 671.759999999998 814.819999999998 NA 625.109999999998 622.870000000001 672.950000000001 612.669999999998 531.809999999999 NA 621.999999999998 626.000000000001 557.140000000001 NA 582.180000000001 783.719999999998 NA
838.4848608 824.8034558 NA 790.522842 NA 811.9567937 811.9567937 613.1434014 688.789075 531.8291086 584.9492483 NA 612.6353725 657.7162308 662.1961126 593.4359615 NA 845.2702633 849.7047722 NA 815.4907419 806.7452533 815.4907419 726.0893093 826.1460618 780.7085151 NA 697.3814475 NA 540.42950865 522.8875962 NA 838.6257988 825.4403885 820.521849 NA 807.540000000001 785.630000000001 NA 791.890000000001 766.850000000001 NA 600.229999999998 NA NA NA 450.949999999999 NA NA NA 344.3 713.640000000001 NA NA NA NA NA NA NA NA NA 665.539999999998 737.069999999998 NA 516.259999999999 544.620000000001 616.610000000001 525.589999999999 450.949999999999 NA 562.909999999998 635.390000000001 478.890000000001 NA 472.630000000001 727.739999999998 NA
815.8592301 807.4971149 NA 754.5542385 NA 790.0437192 790.0437192 651.384187 659.6692977 522.28076 573.0746944 NA 600.4387383 634.515302 636.4279633 571.54506 NA 818.6059336 821.3526371 NA 798.6897341 789.9442455 798.6897341 695.2034118 823.7877919 748.9760385 NA 679.5195356 NA 529.1400308 518.0684732 NA 815.055418 805.4728823 793.7194937 NA 785.630000000001 779.370000000001 NA 785.630000000001 760.590000000001 NA 727.739999999998 NA NA NA 441.619999999999 NA NA NA 316.13 682.340000000001 NA NA NA NA NA NA NA NA NA 572.239999999998 783.719999999998 NA 606.449999999998 572.790000000001 629.130000000001 603.339999999998 516.259999999999 NA 603.339999999998 560.270000000001 500.800000000001 NA 500.800000000001 758.839999999998 NA
808.4572361 802.2437051 NA 744.531566 NA 785.9951812 785.9951812 676.4130943 653.5726011 520.1434307 574.3249654 NA 605.4133806 631.5444149 631.5444149 564.8074871 NA 809.0553553 809.6534746 NA 794.5400913 786.0305258 794.5400913 681.2538505 837.5184795 739.6527091 NA 676.1697624 NA 526.2992184 521.365871 NA 806.6760426 798.028773 785.0367415 NA 779.370000000001 788.760000000001 NA 798.150000000001 763.720000000001 NA 702.859999999998 NA NA NA 472.719999999999 NA NA NA 319.26 669.820000000001 NA NA NA NA NA NA NA NA NA 553.579999999998 830.369999999998 NA 625.109999999998 582.180000000001 629.130000000001 612.669999999998 516.259999999999 NA 625.109999999998 566.530000000001 500.800000000001 NA 500.800000000001 799.269999999998 NA
801.7539947 797.4527605 NA 741.559914 NA 783.3044554 783.3044554 704.7095382 652.7349116 516.9304562 572.6501233 NA 608.326514 631.6578959 631.6578959 560.5519276 NA 801.7539947 801.7539947 NA 789.7348876 783.2717352 789.7348876 669.5152271 860.5762907 738.1856365 NA 673.8285218 NA 521.2415646 520.4023856 NA 801.8935222 793.2462526 781.5262776 NA 785.630000000001 782.500000000001 NA 795.020000000001 763.720000000001 NA 696.639999999998 NA NA NA 444.729999999999 NA NA NA 291.09 682.340000000001 NA NA NA NA NA NA NA NA NA 541.139999999999 821.039999999998 NA 634.439999999998 594.700000000001 676.080000000001 615.779999999998 519.369999999999 NA 634.439999999998 557.140000000001 503.930000000001 NA 497.670000000001 796.159999999998 NA
776.1989519 772.1741372 NA 734.3050315 NA 753.4810749 753.4810749 748.9234844 664.9060575 520.9548194 576.3762524 NA 612.8695568 634.315601 630.7149754 560.2242765 NA 771.4249822 771.4249822 NA 765.5329505 763.2416561 765.5667659 674.3631972 919.0415358 722.5129682 NA 672.6542113 NA 531.9761383 525.2659277 NA 766.3945154 764.2444244 761.8643553 NA 763.720000000001 744.940000000001 NA 744.940000000001 732.420000000001 NA 634.439999999998 NA NA NA 472.719999999999 NA NA NA 256.66 707.380000000001 NA NA NA NA NA NA NA NA NA 525.589999999999 733.959999999998 NA 581.569999999998 575.920000000001 613.480000000001 569.129999999998 485.159999999999 NA 587.789999999998 494.540000000001 497.670000000001 NA 491.410000000001 693.529999999998 NA
