"2016-05-17" "2016-05-31" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-30" "2017-08-06" "2017-08-26" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-04" "2018-06-09" "2018-06-21" "2018-06-26" "2018-06-27" "2018-06-30" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-08-10" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-13"
"49" 403.781174297461 0 0 0 0 491.588624931782 472.315471197525 0 0 0 527.22686813131 0 0 0 344.583696115057 0 0 582.224686975283 482.5305982716 0 344.863114708695 0 0 0 0 0 0 497.539057265014 0 530.238573092028 0 0
"50" 392.678502296396 0 0 0 0 461.672491366366 423.999821497316 0 0 0 488.401045213351 0 0 0 307.049432879734 0 0 587.968067520782 448.191061514643 0 307.46323770216 0 0 0 0 0 0 463.130311691479 0 494.760022325919 0 0
"51" 367.178634781144 0 0 0 0 421.345991686338 375.089050977558 0 0 0 438.362046965918 0 0 0 268.593752265352 0 0 0 405.315538877699 0 269.007266895991 0 0 0 0 0 0 421.8591464921 0 449.011344788706 0 0
"52" 334.790830189657 0 0 0 0 373.153469599441 320.630109542266 0 0 0 382.129717910476 0 0 0 231.290993685094 0 0 0 358.189694322516 0 229.694068831085 0 0 0 0 0 0 377.081856686321 0 395.12635925027 0 0
"53" 290.369351138127 0 0 0 0 315.814209248335 263.48536713758 0 0 0 324.622285293682 0 0 0 185.366710293306 0 0 0 302.18758810664 0 181.623069838783 0 0 0 0 0 0 323.653313641389 0 338.552463106457 0 0
"54" 252.664515488742 0 0 0 0 275.037503831923 206.061419190529 0 0 0 282.70964293114 0 0 0 148.047299629665 0 0 0 256.718232100513 0 143.361253999111 0 0 0 0 0 0 284.146281305692 0 295.562631483863 0 0
"55" 207.087530812337 0 0 0 0 231.275815692682 153.511257511172 0 0 0 232.882158749203 0 0 0 109.059883728506 0 0 0 212.587378205419 0 104.373838097952 0 0 0 0 0 0 241.38540974909 0 243.992861559505 0 0
"56" 162.757779624163 0 0 0 0 190.968048070572 108.229913092186 0 0 0 187.6523604682 0 0 0 77.0416432122479 0 0 0 170.798501479495 0 72.3555975816939 0 0 0 0 0 0 201.07764212698 0 196.617633906628 0 0
"57" 125.78897154738 0 0 0 0 155.94481241416 80.5022032716819 0 0 0 152.023754305517 0 0 0 49.7867960353841 0 0 0 137.119499543361 0 45.7655027749975 0 0 0 0 0 0 168.065236532914 0 161.528584900462 0 0
"58" 101.748021976598 0 0 0 0 132.239384195633 51.0904926449066 0 0 0 126.342616756305 0 0 0 37.0165412049609 0 0 0 108.689346037718 0 24.4554733077144 0 0 0 0 0 0 145.326354917368 0 137.822866803943 0 0
"59" 83.4916739529201 0 0 0 0 113.517506785644 31.7284568394754 0 0 0 107.251810281932 0 0 0 20.1356440849693 0 0 0 87.3869139944459 0 8.91192678168323 0 0 0 0 0 0 124.66074549177 0 116.78832831396 0 0
"60" 75.4544264922651 0 0 0 0 109.8976163349 19.2691028321715 0 0 0 100.385000558365 0 0 0 23.6180052024151 0 0 0 79.9131829252113 0 6.83396564744685 0 0 0 0 0 0 118.400053023438 0 110.426680317161 0 0
"61" 54.8910962946685 0 0 0 0 97.5012036218936 12.4351371847246 0 0 0 83.4300199757091 0 0 0 82.9653381577531 0 0 0 69.3248448618118 0 0 0 0 0 0 0 0 95.0193711763118 0 96.4238914443452 0 0
"62" 54.9011141614938 0 0 0 0 100.043978754958 8.78320644228594 0 0 0 86.8472633826327 0 0 0 141.687532885301 0 0 0 70.6643446589916 0 0 0 0 0 0 0 0 100.01857844941 0 103.357456651325 0 0
